Handle,REF,Nombre,Categoria,Descripción,Vendido por peso,Opción 1 nombre,Opción 1 valor,Opción 2 nombre,Opción 2 valor,Opción 3 nombre,Opción 3 valor,Coste,Codigo de barras,REF del componente,Cantidad del componente,Seguir el Inventario,Disponibles para la venta [Vecindario],Precio [Vecindario],En inventario [Vecindario],Existencias bajas [Vecindario],"modificador - ""Hamburguesas""","modificador - ""Icono""","modificador - ""Tebana""","modificador - ""Wendlandt""","modificador - ""Caudillo""","modificador - ""Cuatro palos""","modificador - ""Hamburguesa Vecindario""","modificador - ""Hamburguesa Teopanzolco""","modificador - ""Tiras empanizadas""","modificador - ""Ayinger""","modificador - ""Pilsner Urquel""","modificador - ""Bruer""","modificador - ""Punto Rojo""","modificador - ""Rámuri""","modificador - ""Volfas""","modificador - ""Moldova""","modificador - ""Chato""","modificador - ""Aquelarre""","modificador - ""Etienne""","modificador - ""Mac and Cheese""","modificador - ""Ensalada primavera""","modificador - ""Pizza""","modificador - ""Chicatana""","modificador - ""ABK""","modificador - ""Oveja Mística""","modificador - ""Nuevo Imperio""","modificador - ""Nómada""","modificador - ""tocino extra""","modificador - ""Perruchona""","modificador - ""St. Peter's""","modificador - ""Knee Deep""","modificador - ""Alesmith""","modificador - ""De Halve Maan""","modificador - ""Insurgente""","modificador - ""Vecindario""","modificador - ""Principia""","modificador - ""Pizza calabaza""","modificador - ""Cardera""","modificador - ""Ensalada caprese""","modificador - ""Farland""","modificador - ""Dos Aves""","modificador - ""Buqui Bichi""","modificador - ""Straffe Hendrik""","modificador - ""Santa Sabina""","modificador - ""Madueño""","modificador - ""Sacro""","modificador - ""Copete de Hueso""","modificador - ""Con Chicharrón""","modificador - ""Chaneque""","modificador - ""Arrachera""","modificador - ""Monkey Waves""","modificador - ""Crepa""","modificador - ""Guacamole""","modificador - ""Bichola""","modificador - ""Sierra Nevada""","modificador - ""Hercules""","modificador - ""Ludica"""
asahi---asahi-2,10265,Asahi - Asahi,Lata/Botella,,N,,,,,,,64.00,,,,Y,Y,122.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
augustiner-lager,10517,Augustiner Lager,Lata/Botella,,N,,,,,,,81.99,,,,Y,Y,152.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
augustiner-maximator,10518,Augustiner Maximator,Lata/Botella,,N,,,,,,,81.99,,,,Y,Y,152.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
augustiner-weissbier,10519,Augustiner Weissbier,Lata/Botella,,N,,,,,,,81.99,,,,Y,Y,152.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ayinger-altbarisch-dunkel,10731,Ayinger Altbarisch Dunkel,Lata/Botella,,N,,,,,,,71.77,,,,Y,Y,136.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ayinger-brauweisse,10732,Ayinger Brauweisse,Lata/Botella,,N,,,,,,,70.80,,,,Y,Y,135.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ayinger-celebrator-2,10357,Ayinger Celebrator,Lata/Botella,,N,,,,,,,58.20,,,,Y,Y,128.00,6.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ayinger-fruhlingsbier,11212,Ayinger Fruhlingsbier,Lata/Botella,,N,,,,,,,71.77,,,,Y,Y,136.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ayinger-jahrhundertbier,10730,Ayinger Jahrhundertbier,Lata/Botella,,N,,,,,,,69.83,,,,Y,Y,134.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ayinger-urweisse,10967,Ayinger Urweisse,Lata/Botella,,N,,,,,,,70.80,,,,Y,Y,135.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing---peyote-2,10276,Baja Brewing - Peyote,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,86.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing---peyote-añeja,10217,Baja Brewing - Peyote Añeja,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,635.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-arena-355-ml-2,28,Baja Brewing Arena 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-ay-ay-ipa-355-ml-2,36,Baja Brewing Ay Ay IPA 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,100.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-baja-razz-355-ml-2,32,Baja Brewing Baja Razz 355 ml,Lata/Botella,,N,,,,,,,48.00,,,,Y,Y,98.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-baja-stout-355-ml-2,31,Baja Brewing Baja Stout 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,100.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-cabotella-355-ml-2,33,Baja Brewing Cabotella 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,100.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-escorpión-negro-355-ml,34,Baja Brewing Escorpión Negro 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,100.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-lolobrije,10480,Baja Brewing Lolobrije,Lata/Botella,,N,,,,,,,48.00,,,,Y,Y,98.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-mango-wheat-355-ml-2,30,Baja Brewing Mango Wheat 355 ml,Lata/Botella,,N,,,,,,,48.00,,,,Y,Y,98.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-pelirroja-355-ml-2,35,Baja Brewing Pelirroja 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,100.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-sidra-estero-355-ml-2,29,Baja Brewing Sidra Estero 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-brewing-suculenta,10481,Baja Brewing Suculenta,Lata/Botella,,N,,,,,,,48.00,,,,Y,Y,91.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baja-lolobrije,10919,Baja Lolobrije,Lata/Botella,,N,,,,,,,48.00,,,,Y,Y,91.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baltika---no.6-2,10131,Baltika - No.6,Lata/Botella,,N,,,,,,,91.00,,,,Y,Y,167.00,2.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baltika---no.7-2,10132,Baltika - No.7,Lata/Botella,,N,,,,,,,91.00,,,,Y,Y,167.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baltika---no.9-2,10133,Baltika - No.9,Lata/Botella,,N,,,,,,,91.00,,,,Y,Y,167.00,1.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
baltika-russian-imperial-stout,10665,Baltika russian imperial stout,Lata/Botella,,N,,,,,,,82.00,,,,Y,Y,153.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
banana-bread---botella-2,10256,Banana Bread - Botella,Lata/Botella,,N,,,,,,,99.00,,,,Y,Y,180.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
barbe-ruby,10632,Barbe Ruby,Lata/Botella,,N,,,,,,,100.87,,,,Y,Y,183.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beachwood-amalgamator-473-ml-lata-2,10171,Beachwood Amalgamator 473 ml lata,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,176.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beachwood-coolship-peach-apricot-nectarin,10971,Beachwood Coolship Peach Apricot Nectarin,Lata/Botella,,N,,,,,,,414.18,,,,Y,Y,634.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beachwood-frambiek,10579,Beachwood Frambiek Vanity Blend,Lata/Botella,,N,,,,,,,435.53,,,,Y,Y,696.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beachwood-funk-yeah,10715,Beachwood Funk Yeah,Lata/Botella,,N,,,,,,,448.99,,,,Y,Y,728.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beachwood-funk-yeah-peach,10822,Beachwood Funk Yeah Peach,Lata/Botella,,N,,,,,,,455.90,,,,Y,Y,728.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beachwood-we-are-who-we-pretend-to-be,10580,Beachwood We Are Who We Pretend To Be,Lata/Botella,,N,,,,,,,514.10,,,,Y,Y,796.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beer-zombies-from-beyond-the-haze,10774,Beer Zombies From Beyond the Haze,Lata/Botella,,N,,,,,,,175.00,,,,Y,Y,292.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beer-zombies-hazeraise,11078,Beer Zombies Hazeraise,Lata/Botella,,N,,,,,,,180.00,,,,Y,Y,299.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beer-zombies-nightmare-on-haze-street-part-2,11077,Beer Zombies Nightmare on Haze Street Part 2,Lata/Botella,,N,,,,,,,160.00,,,,Y,Y,269.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beer-zombies-zombie-hwhip-peach-passion-fruit-lemonade,10792,Beer Zombies Zombie HWhip Peach Passion Fruit Lemonade,Lata/Botella,,N,,,,,,,180.00,,,,Y,Y,299.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beer-zombies-zombie-slaycation,11055,Beer zombies-Zombie Slaycation,Lata/Botella,,N,,,,,,,160.04,,,,Y,Y,269.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
beer-zombies-zombie-wars,10698,Beer zombies-Zombie wars,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,258.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belchin-b.-hop-trail,10817,Belchin B. Hop Trail,Lata/Botella,,N,,,,,,,90.00,,,,Y,Y,166.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belching-beaver---deftones-phantom-bride-(lata)-2,10318,Belching Beaver - Deftones Phantom Bride (Lata),Lata/Botella,,N,,,,,,,87.99,,,,Y,Y,162.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belching-beaver---peanut-butter-milk-stout-(lata)-2,10316,Belching Beaver - Peanut Butter Milk Stout (Lata),Lata/Botella,,N,,,,,,,90.00,,,,Y,Y,166.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belching-beaver---west-bestern-2,10320,Belching Beaver - West Bestern,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,155.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belching-beaver-¡viva-la-beaver!,10373,Belching Beaver ¡Viva la Beaver!,Lata/Botella,,N,,,,,,,101.00,,,,Y,Y,183.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belching-beaver-imperial-phantom,10494,Belching Beaver Imperial Phantom,Lata/Botella,,N,,,,,,,125.00,,,,Y,Y,218.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belching-beaver-tropical-terps,10787,Belching Beaver-Tropical Terps,Lata/Botella,,N,,,,,,,90.00,,,,Y,Y,166.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belhaven-best-(azul),11001,Belhaven Best (azul),Lata/Botella,,N,,,,,,,55.00,,,,Y,Y,118.00,-1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belhaven-black-original,10918,Belhaven Black Original,Lata/Botella,,N,,,,,,,55.00,,,,Y,Y,118.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
belhaven-mc'callums-(roja),11000,Belhaven Mc'Callums (roja),Lata/Botella,,N,,,,,,,55.00,,,,Y,Y,118.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
bichos-paseo-del-centenario,10827,Bichola Paseo del Centenario,Lata/Botella,,N,,,,,,,61.00,,,,Y,Y,116.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
barra-moretti,10991,Birra Moretti,Lata/Botella,,N,,,,,,,52.00,,,,Y,Y,99.00,13.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
blue-moon-2,10203,Blue moon,Lata/Botella,,N,,,,,,,58.00,,,,Y,Y,110.00,5.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
bockbier,10722,Bockbier,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,143.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
bohemia-cristal,10830,Bohemia Cristal,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,78.00,12.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
bohemia-nochebuena,10069,Bohemia Nochebuena,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,78.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
bohemia-2,10377,Bohemia Pilsner,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,78.00,4.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
bohemia-vienna,10831,Bohemia Vienna,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,78.00,9.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
bombardier-500ml-2,10221,Bombardier 500ml,Lata/Botella,,N,,,,,,,99.00,,,,Y,Y,180.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
boon-faro,10821,Boon Faro,Lata/Botella,,N,,,,,,,72.74,,,,Y,Y,137.00,6.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
boon-framboise,11154,Boon Framboise,Lata/Botella,,N,,,,,,,92.14,,,,Y,Y,169.00,6.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
boon-kriek,11155,Boon Kriek,Lata/Botella,,N,,,,,,,76.00,,,,Y,Y,143.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
boon-kriek-marriage-parfait,11213,Boon Kriek Marriage Parfait,Lata/Botella,,N,,,,,,,193.03,,,,Y,Y,319.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
boscoli---frutas-del-bosque-2,10074,Boscoli - Frutas del Bosque,Lata/Botella,,N,,,,,,,94.00,,,,Y,Y,172.00,19.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
boscoli-cereza,10996,Boscoli Cereza,Lata/Botella,,N,,,,,,,90.00,,,,Y,Y,166.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
boscoli-manzana,10997,Boscoli Manzana,Lata/Botella,,N,,,,,,,90.00,,,,Y,Y,166.00,13.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
boulevard-bourbon-barrel-quad-355-ml-bot-2,10169,Boulevard Bourbon Barrel Quad,Lata/Botella,,N,,,,,,,133.56,,,,Y,Y,232.00,6.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
boulevard-rye-on-rye-2,10371,Boulevard Rye on Rye,Lata/Botella,,N,,,,,,,133.56,,,,Y,Y,232.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
